script_id,imdb_id,title,year,gross
3641,tt1049413,Up,2009,339
5173,tt0118055,Up Close & Personal,1996,100
3643,tt1193138,Up in the Air,2009,97
5178,tt0146336,Urban Legend,1998,70
1444,tt0434409,V for Vendetta,2005,95
7475,tt0452702,Vacancy,2007,24
3649,tt0817230,Valentine's Day,2010,121
3650,tt0985699,Valkyrie,2008,100
1447,tt0259711,Vanilla Sky,2001,155
7450,tt0067927,Vanishing Point,1971,
5183,tt0443274,Vantage Point,2008,87
3659,tt0052357,Vertigo,1958,29
1451,tt0124198,Very Bad Things,1998,18
5185,tt0497465,Vicky Cristina Barcelona,2008,28
6858,tt0114852,Village of the Damned,1995,18
5189,tt0055601,Viridiana,1961,
9216,tt0114857,Virtuosity,1995,48
6922,tt1175491,W.,2008,30
5509,tt2258858,Wadjda,2012,1
3668,tt0120885,Wag the Dog,1997,81
1452,tt0351977,Walking Tall,2004,64
3673,tt0094291,Wall Street,1987,97
7924,tt1655460,Wanderlust,2012,18
1458,tt0493464,Wanted,2008,163
3680,tt1568911,War Horse,2011,87
1459,tt0407304,War of the Worlds,2005,317
3686,tt1291584,Warrior,2011,15
1461,tt0409459,Watchmen,2009,125
3689,tt1067583,Water for Elephants,2011,64
7602,tt0114898,Waterworld,1995,176
5209,tt1242460,We Need to Talk About Kevin,2011,1
1465,tt0498399,We Own the Night,2007,36
6852,tt0098625,We're No Angels,1989,23
9222,tt0396269,Wedding Crashers,2005,283
6279,tt0090305,Weird Science,1985,39
3694,tt0161081,What Lies Beneath,2000,250
5217,tt0023686,What Price Hollywood?,1932,
9223,tt0098635,When Harry Met Sally...,1989,203
5221,tt0386117,Where the Wild Things Are,2009,89
1467,tt0887971,While She Was Out,2008,
5511,tt1791682,While We're Young,2014,8
5222,tt1172233,Whip It,2009,15
6905,tt2582802,Whiplash,2014,13
5223,tt0108558,White Angel,1994,
1466,tt0047673,White Christmas,1954,
6066,tt2334879,White House Down,2013,78
1470,tt0118158,White Squall,1996,20
1471,tt0365929,Whiteout,2009,11
5225,tt0096438,Who Framed Roger Rabbit,1988,325
6907,tt2305051,Wild,2014,40
3713,tt0100935,Wild at Heart,1990,30
8506,tt0114938,Wild Bill,1995,4
7207,tt2231253,Wild Card,2015,
3717,tt0486946,Wild Hogs,2007,212
5514,tt3011894,Wild Tales,2014,3
3720,tt0120890,Wild Things,1998,55
4896,tt0448179,Wild Things: Diamonds in the Rough,2005,
3723,tt0120891,Wild Wild West,1999,195
5236,tt0067991,Willard,1971,101
3724,tt0096446,Willow,1988,121
3726,tt1606392,Win Win,2011,11
3729,tt0486051,Wind Chill,2007,
5238,tt1399683,Winter's Bone,2010,7
9230,tt2870708,Wish I Was Here,2014,3
1482,tt0090329,Witness,1985,160
6701,tt0051201,Witness for the Prosecution,1957,
5515,tt2404425,Woman in Gold,2015,34
3740,tt0185014,Wonder Boys,2000,31
5361,tt0335563,Wonderland,2003,1
5362,tt0096463,Working Girl,1988,135
6931,tt0469641,World Trade Center,2006,93
9236,tt0816711,World War Z,2013,216
5516,tt1772341,Wreck-It Ralph,2012,206
6190,tt0295700,Wrong Turn,2003,22
3752,tt0120903,X-Men,2000,253
5248,tt0290334,X-Men 2,2003,310
1488,tt0458525,X-Men Origins: Wolverine,2009,208
1497,tt0295701,xXx,2002,211
3758,tt1045778,Year One,2009,50
3759,tt1068680,Yes Man,2008,118
3761,tt0203230,You Can Count on Me,2000,14
7737,tt1853739,You're Next,2011,20
3763,tt0128853,You've Got Mail,1998,215
9241,tt1625346,Young Adult,2011,17
5254,tt0072431,Young Frankenstein,1974,401
5517,tt3312830,Youth,2015,2
3765,tt0403702,Youth in Revolt,2009,17
3766,tt1790885,Zero Dark Thirty,2012,104
8158,tt0120906,Zero Effect,1998,3
3768,tt0421090,Zerophilia,2005,
6491,tt0443706,Zodiac,2007,41
